1.8347,1.8435,3.9474
1.7725,2.1366,3.5533
1.7062,2.4331,3.3261
1.7931,2.0173,3.6691
1.5722,2.3288,3.7085
1.3963,2.5853,3.6444
1.7588,2.0493,3.9037
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.7725,2.1366,3.5533
1.7062,2.4331,3.3261
1.6854,2.8113,3.1718
1.5722,2.3288,3.7085
1.3963,2.5853,3.6444
1.2437,2.8205,3.6837
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.2888,2.7686,3.8273
2.0346,1.7796,3.6644
1.7931,2.0173,3.6691
1.5722,2.3288,3.7085
2.0636,1.7422,3.9031
1.7588,2.0493,3.9037
1.5505,2.2709,3.813
2.0465,1.7728,4.0152
1.788,2.0338,4.0222
1.4987,2.2632,4.0131
1.7931,2.0173,3.6691
1.5722,2.3288,3.7085
1.3963,2.5853,3.6444
1.7588,2.0493,3.9037
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.788,2.0338,4.0222
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.5722,2.3288,3.7085
1.3963,2.5853,3.6444
1.2437,2.8205,3.6837
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.2888,2.7686,3.8273
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.2733,2.7867,4.1414
1.3963,2.5853,3.6444
1.2437,2.8205,3.6837
1.0694,3.2266,3.7183
1.3712,2.5713,3.7902
1.2888,2.7686,3.8273
1.1152,3.2378,3.8334
1.376,2.5563,4.0916
1.2733,2.7867,4.1414
1.1107,3.2435,4.1707
2.0636,1.7422,3.9031
1.7588,2.0493,3.9037
1.5505,2.2709,3.813
2.0465,1.7728,4.0152
1.788,2.0338,4.0222
1.4987,2.2632,4.0131
2.0624,1.7442,4.2776
1.7615,2.0425,4.2684
1.5685,2.3318,4.3084
1.7588,2.0493,3.9037
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.788,2.0338,4.0222
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.7615,2.0425,4.2684
1.5685,2.3318,4.3084
1.3636,2.5888,4.298
1.5505,2.2709,3.813
1.3712,2.5713,3.7902
1.2888,2.7686,3.8273
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.2733,2.7867,4.1414
1.5685,2.3318,4.3084
1.3636,2.5888,4.298
1.2432,2.8137,4.3019
1.3712,2.5713,3.7902
1.2888,2.7686,3.8273
1.1152,3.2378,3.8334
1.376,2.5563,4.0916
1.2733,2.7867,4.1414
1.1107,3.2435,4.1707
1.3636,2.5888,4.298
1.2432,2.8137,4.3019
1.0845,3.2277,4.3049
1.788,2.0338,4.0222
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.7615,2.0425,4.2684
1.5685,2.3318,4.3084
1.3636,2.5888,4.298
1.8336,1.8408,4.0493
1.766,2.1324,4.4248
1.702,2.4356,4.6763
1.4987,2.2632,4.0131
1.376,2.5563,4.0916
1.2733,2.7867,4.1414
1.5685,2.3318,4.3084
1.3636,2.5888,4.298
1.2432,2.8137,4.3019
1.766,2.1324,4.4248
1.702,2.4356,4.6763
1.6823,2.8027,4.8333
1.8347,1.8435,3.9474
2.1511,1.7564,3.5566
2.3847,1.7341,3.3242
2.0346,1.7796,3.6644
2.3366,1.5713,3.7043
2.6128,1.3794,3.6459
2.0636,1.7422,3.9031
2.2817,1.5437,3.8124
2.5725,1.3705,3.7897
2.1511,1.7564,3.5566
2.3847,1.7341,3.3242
2.9103,1.6663,3.1399
2.3366,1.5713,3.7043
2.6128,1.3794,3.6459
2.7811,1.2519,3.6989
2.2817,1.5437,3.8124
2.5725,1.3705,3.7897
2.7803,1.2864,3.8193
1.7931,2.0173,3.6691
2.0346,1.7796,3.6644
2.3366,1.5713,3.7043
1.7588,2.0493,3.9037
2.0636,1.7422,3.9031
2.2817,1.5437,3.8124
1.788,2.0338,4.0222
2.0465,1.7728,4.0152
2.2734,1.4892,4.0148
