1.6666666666666667;1.6666666666666667;3.6666666666666665
1.6666666666666667;1.6666666666666667;4.333333333333333
1.5;3.0;3.5
1.5;3.0;4.5
1.5;5.0;3.5
1.5;5.0;4.5
1.6666666666666667;6.333333333333333;3.6666666666666665
1.6666666666666667;6.333333333333333;4.333333333333333
3.0;1.5;3.5
3.0;1.5;4.5
3.0;3.0;3.3999999999999999
3.0;3.0;4.5999999999999996
3.0;5.0;3.3999999999999999
3.0;5.0;4.5999999999999996
3.0;6.5;3.5
3.0;6.5;4.5
5.0;1.5;3.5
5.0;1.5;4.5
5.0;3.0;3.3999999999999999
5.0;3.0;4.5999999999999996
5.0;5.0;3.3999999999999999
5.0;5.0;4.5999999999999996
5.0;6.5;3.5
5.0;6.5;4.5
6.333333333333333;1.6666666666666667;3.6666666666666665
6.333333333333333;1.6666666666666667;4.333333333333333
6.5;3.0;3.5
6.5;3.0;4.5
6.5;5.0;3.5
6.5;5.0;4.5
6.333333333333333;6.333333333333333;3.6666666666666665
6.333333333333333;6.333333333333333;4.333333333333333
