1.8851,1.8827,3.7473
1.8543,1.9138,3.7429
1.777,2.0237,3.7037
1.7459,2.0805,3.6767
1.6993,2.1657,3.6362
1.6588,2.2557,3.5924
1.6242,2.3506,3.5455
1.5897,2.4454,3.4986
1.5579,2.5474,3.4626
1.5289,2.6565,3.4375
1.4999,2.7656,3.4125
1.4713,2.8915,3.3925
1.4431,3.0341,3.3775
1.8856,1.8818,3.7561
1.8852,1.8808,3.7423
1.7286,2.06,3.7405
1.6954,2.12,3.7118
1.6449,2.2022,3.6813
1.5972,2.2891,3.6501
1.5524,2.3806,3.6182
1.5076,2.4721,3.5862
1.4674,2.5697,3.5611
1.4318,2.6736,3.5429
1.3961,2.7774,3.5247
1.343,2.8939,3.528
1.3148,3.0366,3.5129
1.8899,1.8822,3.7978
1.7894,1.9822,3.7939
1.716,2.0692,3.7771
1.6671,2.1417,3.7512
1.6102,2.2242,3.7281
1.5561,2.3101,3.7061
1.5048,2.3992,3.6851
1.4535,2.4884,3.6642
1.4077,2.5829,3.6484
1.3673,2.6827,3.6377
1.3269,2.7825,3.627
1.2823,2.9005,3.6242
1.2335,3.0367,3.6294
1.8928,1.8834,3.8222
1.8039,1.9725,3.8225
1.7266,2.06,3.8134
1.661,2.1458,3.7948
1.5954,2.2316,3.7763
1.5356,2.3185,3.7602
1.4815,2.4065,3.7464
1.4275,2.4945,3.7327
1.3789,2.5869,3.7245
1.3355,2.6839,3.7219
1.2922,2.7809,3.7193
1.2468,2.8978,3.7209
1.1993,3.0346,3.7268
1.8973,1.8852,3.859
1.81,1.9725,3.8593
1.7292,2.0607,3.8524
1.6549,2.1498,3.8385
1.5805,2.239,3.8246
1.515,2.327,3.8143
1.4582,2.4137,3.8077
1.4015,2.5005,3.8012
1.35,2.591,3.8006
1.3038,2.6851,3.8061
1.2575,2.7793,3.8116
1.2112,2.8951,3.8177
1.165,3.0324,3.8242
1.8999,1.8864,3.9036
1.8134,1.9728,3.9039
1.7304,2.0614,3.8993
1.6508,2.1523,3.89
1.5713,2.2431,3.8807
1.5026,2.3315,3.8755
1.4448,2.4176,3.8745
1.3869,2.5037,3.8736
1.3342,2.5932,3.8779
1.2867,2.6861,3.8874
1.2392,2.779,3.897
1.1927,2.8942,3.9051
1.1473,3.0317,3.9118
1.9007,1.8868,3.9561
1.8139,1.9734,3.9563
1.73,2.0622,3.9541
1.6488,2.153,3.9493
1.5677,2.2438,3.9446
1.4984,2.3322,3.9438
1.4411,2.4181,3.9468
1.3837,2.504,3.9499
1.3315,2.5935,3.9562
1.2844,2.6867,3.9658
1.2373,2.7798,3.9754
1.1912,2.8951,3.9834
1.1462,3.0325,3.9896
1.9015,1.8872,4.0086
1.8145,1.9741,4.0088
1.7297,2.063,4.0088
1.6469,2.1538,4.0087
1.5641,2.2446,4.0085
1.4943,2.3329,4.012
1.4374,2.4186,4.0191
1.3805,2.5044,4.0262
1.3288,2.5939,4.0346
1.2821,2.6873,4.0442
1.2354,2.7806,4.0538
1.1897,2.896,4.0616
1.145,3.0333,4.0674
1.9001,1.8865,4.061
1.8115,1.9752,4.061
1.7275,2.0642,4.0641
1.6484,2.1534,4.0702
1.5692,2.2426,4.0764
1.5017,2.3302,4.085
1.4459,2.4163,4.0962
1.39,2.5024,4.1073
1.3398,2.5927,4.1189
1.2954,2.6871,4.131
1.251,2.7815,4.143
1.2065,2.8973,4.1519
1.1618,3.0344,4.1575
1.8967,1.8849,4.1132
1.8048,1.9769,4.1131
1.7237,2.0659,4.12
1.6534,2.1518,4.1341
1.5832,2.2377,4.1481
1.5208,2.3242,4.1627
1.4664,2.4112,4.178
1.412,2.4982,4.1932
1.3647,2.5899,4.2093
1.3243,2.6861,4.2262
1.284,2.7824,4.2431
1.2414,2.8988,4.2543
1.1966,3.0356,4.2598
1.8944,1.8838,4.1481
1.7897,1.988,4.1536
1.7115,2.0773,4.1704
1.6585,2.1502,4.1979
1.5971,2.2329,4.2198
1.54,2.3182,4.2405
1.487,2.4061,4.2598
1.4341,2.494,4.2791
1.3895,2.5871,4.2997
1.3532,2.6851,4.3214
1.317,2.7832,4.3431
1.2764,2.9004,4.3567
1.2314,3.0368,4.362
1.89,1.8831,4.2097
1.8885,1.8831,4.2301
1.7234,2.0683,4.2232
1.6872,2.128,4.253
1.6325,2.2105,4.2834
1.5817,2.2969,4.3134
1.5348,2.3872,4.343
1.488,2.4775,4.3725
1.4488,2.5735,4.4005
1.4175,2.6754,4.427
1.3861,2.7772,4.4535
1.3376,2.8928,4.4615
1.3132,3.0358,4.4826
1.8888,1.8837,4.2243
1.8559,1.9163,4.2314
1.773,2.0283,4.2732
1.7395,2.0852,4.2995
1.6893,2.1707,4.3389
1.646,2.2604,4.3816
1.6098,2.3544,4.4275
1.5736,2.4485,4.4734
1.5427,2.5493,4.5119
1.5171,2.6568,4.5431
1.4914,2.7643,4.5742
1.4664,2.8896,4.6003
1.442,3.0326,4.6214
1.8851,1.8827,3.7473
1.9153,1.8526,3.7428
2.0243,1.7761,3.7034
2.0811,1.745,3.6763
2.1665,1.6984,3.6357
2.258,1.658,3.5913
2.3558,1.6238,3.5431
2.4536,1.5897,3.495
2.5592,1.5574,3.4586
2.6724,1.5269,3.4342
2.7856,1.4964,3.4097
2.91,1.4677,3.3905
3.0455,1.441,3.3765
1.8856,1.8818,3.7561
1.8831,1.8825,3.7422
2.0636,1.7246,3.7397
2.123,1.6922,3.7109
2.205,1.6424,3.6801
2.2924,1.5952,3.6487
2.3854,1.5505,3.6167
2.4784,1.5058,3.5846
2.5765,1.4659,3.5596
2.6797,1.4308,3.5415
2.7828,1.3956,3.5234
2.9049,1.3412,3.5262
3.0404,1.3145,3.5122
1.8899,1.8822,3.7978
1.9894,1.7817,3.7934
2.0755,1.7092,3.7763
2.1472,1.6616,3.75
2.229,1.606,3.7266
2.3147,1.5527,3.7047
2.4043,1.5016,3.6842
2.4939,1.4506,3.6638
2.5872,1.4056,3.6481
2.6843,1.3665,3.6374
2.7815,1.3275,3.6266
2.899,1.2833,3.6237
3.0369,1.2339,3.6289
1.8928,1.8834,3.8222
1.9818,1.7943,3.822
2.0688,1.7176,3.8126
2.1536,1.6534,3.7939
2.2385,1.5893,3.7752
2.3247,1.5305,3.7592
2.4124,1.4773,3.7458
2.5,1.4241,3.7324
2.5913,1.3763,3.7244
2.6864,1.3341,3.7218
2.7815,1.2919,3.7191
2.8976,1.2469,3.7208
3.0349,1.1993,3.7266
1.8973,1.8852,3.859
1.9845,1.798,3.8587
2.0721,1.718,3.8516
2.16,1.6452,3.8377
2.248,1.5725,3.8238
2.3348,1.5084,3.8137
2.4204,1.453,3.8074
2.5061,1.3975,3.801
2.5955,1.3471,3.8006
2.6885,1.3017,3.8062
2.7815,1.2562,3.8117
2.8963,1.2106,3.8178
3.0328,1.1647,3.8243
1.8999,1.8864,3.9036
1.9864,1.7999,3.9033
2.0743,1.7178,3.8986
2.1638,1.64,3.8894
2.2532,1.5622,3.8803
2.3402,1.4951,3.8753
2.4248,1.4389,3.8745
2.5094,1.3827,3.8737
2.5977,1.3312,3.8781
2.6898,1.2843,3.8877
2.7819,1.2375,3.8973
2.896,1.1916,3.9054
3.0322,1.1468,3.912
1.9007,1.8868,3.9561
1.9874,1.8001,3.9559
2.0754,1.7171,3.9535
2.1648,1.6377,3.949
2.2542,1.5583,3.9445
2.3411,1.4908,3.9438
2.4254,1.4351,3.9471
2.5098,1.3795,3.9503
2.5981,1.3285,3.9567
2.6904,1.282,3.9662
2.7828,1.2356,3.9757
2.897,1.1901,3.9836
3.033,1.1456,3.9898
1.9015,1.8872,4.0086
1.9884,1.8003,4.0085
2.0766,1.7163,4.0085
2.1659,1.6354,4.0086
2.2552,1.5544,4.0087
2.342,1.4864,4.0124
2.4261,1.4314,4.0197
2.5101,1.3763,4.0269
2.5985,1.3258,4.0353
2.6911,1.2797,4.0448
2.7837,1.2337,4.0542
2.8979,1.1886,4.0618
3.0338,1.1444,4.0675
1.9001,1.8865,4.061
1.9888,1.7979,4.061
2.077,1.7149,4.0641
2.1647,1.6376,4.0705
2.2525,1.5603,4.0769
2.3387,1.4945,4.0857
2.4234,1.4403,4.0969
2.5081,1.386,4.1082
2.597,1.337,4.1197
2.6902,1.2934,4.1316
2.7834,1.2498,4.1435
2.8982,1.2058,4.1521
3.0346,1.1615,4.1576
1.8967,1.8849,4.1132
1.9886,1.7929,4.1134
2.0768,1.7127,4.1206
2.1614,1.6443,4.1348
2.2459,1.5759,4.1491
2.3312,1.5151,4.1638
2.4174,1.4618,4.1789
2.5036,1.4085,4.194
2.5937,1.3622,4.2099
2.6878,1.323,4.2267
2.782,1.2838,4.2435
2.8978,1.2417,4.2546
3.0352,1.1968,4.2601
1.8944,1.8838,4.1481
1.9983,1.7792,4.1542
2.0864,1.7022,4.1715
2.158,1.651,4.1992
2.2393,1.5915,4.2213
2.3238,1.5356,4.2418
2.4114,1.4833,4.2608
2.499,1.431,4.2798
2.5904,1.3874,4.3001
2.6855,1.3526,4.3218
2.7806,1.3178,4.3435
2.8974,1.2776,4.3571
3.0359,1.2321,4.3625
1.89,1.8831,4.2097
1.8886,1.8828,4.2305
2.0747,1.7169,4.2244
2.1334,1.6819,4.2542
2.2149,1.6286,4.2847
2.3012,1.5788,4.3148
2.3921,1.5324,4.3444
2.483,1.486,4.374
2.5788,1.4475,4.402
2.6796,1.4169,4.4284
2.7803,1.3862,4.4548
2.9012,1.3367,4.4634
3.0382,1.3133,4.4834
1.8888,1.8837,4.2243
1.9204,1.8517,4.2317
2.0309,1.7702,4.2738
2.0876,1.737,4.3
2.1727,1.6873,4.3395
2.2633,1.6446,4.3826
2.3594,1.6091,4.4296
2.4555,1.5736,4.4766
2.559,1.5425,4.5155
2.6701,1.5157,4.5464
2.7811,1.489,4.5772
2.9052,1.4639,4.6026
3.0422,1.4406,4.6226
1.8851,1.8827,3.7473
1.9153,1.8526,3.7428
2.0243,1.7761,3.7034
2.0811,1.745,3.6763
2.1665,1.6984,3.6357
2.258,1.658,3.5913
2.3558,1.6238,3.5431
2.4536,1.5897,3.495
2.5592,1.5574,3.4586
2.6724,1.5269,3.4342
2.7856,1.4964,3.4097
2.91,1.4677,3.3905
3.0455,1.441,3.3765
1.8543,1.9138,3.7429
1.8749,1.8736,3.7697
1.966,1.8378,3.6761
2.0393,1.7978,3.6418
2.1279,1.7544,3.5913
2.2236,1.7208,3.5339
2.3262,1.6972,3.4696
2.4289,1.6736,3.4053
2.5418,1.6488,3.3577
2.6651,1.6229,3.3268
2.7884,1.5971,3.296
2.915,1.5942,3.2548
3.0505,1.5675,3.2408
1.777,2.0237,3.7037
1.8357,1.9685,3.676
1.9159,1.9189,3.6325
2.0016,1.8726,3.5874
2.0944,1.8331,3.5259
2.1957,1.8049,3.4605
2.3057,1.7878,3.3912
2.4156,1.7708,3.3218
2.5344,1.7524,3.2708
2.662,1.7326,3.2382
2.7897,1.7127,3.2055
2.9198,1.7015,3.1754
3.0526,1.6988,3.1479
1.7459,2.0805,3.6767
1.7965,2.0411,3.6416
1.8705,2.004,3.5871
1.9681,1.9693,3.5133
2.0657,1.9345,3.4395
2.1744,1.91,3.371
2.2941,1.8957,3.3078
2.4138,1.8814,3.2445
2.5368,1.868,3.198
2.6631,1.8557,3.1682
2.7894,1.8434,3.1383
2.919,1.8364,3.1148
3.0517,1.8348,3.0977
1.6993,2.1657,3.6362
1.7538,2.1291,3.591
1.8323,2.0959,3.5253
1.9347,2.0659,3.4392
2.0371,2.036,3.3531
2.153,2.0152,3.2815
2.2825,2.0036,3.2244
2.412,1.9919,3.1673
2.5392,1.9837,3.1252
2.6642,1.9789,3.0982
2.7892,1.974,3.0711
2.9181,1.9713,3.0542
3.0507,1.9708,3.0475
1.6588,2.2557,3.5924
1.7203,2.2223,3.5347
1.8052,2.1927,3.4612
1.9132,2.1669,3.3718
2.0213,2.1411,3.2824
2.1418,2.1236,3.2127
2.2746,2.1143,3.1626
2.4075,2.105,3.1125
2.5362,2.1008,3.077
2.6609,2.1015,3.0561
2.7855,2.1022,3.0352
2.9146,2.1024,3.0248
3.048,2.1023,3.0249
1.6242,2.3506,3.5455
1.6961,2.3205,3.4728
1.7892,2.2944,3.3947
1.9038,2.2721,3.3111
2.0183,2.2499,3.2275
2.1405,2.2351,3.1647
2.2704,2.2279,3.1225
2.4003,2.2207,3.0803
2.5279,2.2192,3.0535
2.6531,2.2235,3.0421
2.7783,2.2278,3.0307
2.9084,2.2297,3.0266
3.0435,2.2292,3.0298
1.5897,2.4454,3.4986
1.6718,2.4187,3.4109
1.7733,2.3961,3.3282
1.8943,2.3773,3.2504
2.0153,2.3586,3.1726
2.1392,2.3467,3.1166
2.2662,2.3415,3.0823
2.3931,2.3363,3.048
2.5195,2.3377,3.03
2.6453,2.3456,3.0281
