1.661,2.1458,3.7948
1.7266,2.06,3.8134
1.8039,1.9725,3.8225
1.8928,1.8834,3.8222
1.6671,2.1417,3.7512
1.716,2.0692,3.7771
1.7894,1.9822,3.7939
1.8899,1.8822,3.7978
1.6954,2.12,3.7118
1.7286,2.06,3.7405
1.8852,1.8808,3.7423
1.8856,1.8818,3.7561
1.7459,2.0805,3.6767
1.777,2.0237,3.7037
1.8543,1.9138,3.7429
1.8851,1.8827,3.7473
1.3355,2.6839,3.7219
1.3673,2.6827,3.6377
1.4318,2.6736,3.5429
1.5289,2.6565,3.4375
1.2922,2.7809,3.7193
1.3269,2.7825,3.627
1.3961,2.7774,3.5247
1.4999,2.7656,3.4125
1.2468,2.8978,3.7209
1.2823,2.9005,3.6242
1.343,2.8939,3.528
1.4713,2.8915,3.3925
1.1993,3.0346,3.7268
1.2335,3.0367,3.6294
1.3148,3.0366,3.5129
1.4431,3.0341,3.3775
1.6534,2.1518,4.1341
1.6585,2.1502,4.1979
1.6872,2.128,4.253
1.7395,2.0852,4.2995
1.7237,2.0659,4.12
1.7115,2.0773,4.1704
1.7234,2.0683,4.2232
1.773,2.0283,4.2732
1.8048,1.9769,4.1131
1.7897,1.988,4.1536
1.8885,1.8831,4.2301
1.8559,1.9163,4.2314
1.8967,1.8849,4.1132
1.8944,1.8838,4.1481
1.89,1.8831,4.2097
1.8888,1.8837,4.2243
1.3243,2.6861,4.2262
1.284,2.7824,4.2431
1.2414,2.8988,4.2543
1.1966,3.0356,4.2598
1.3532,2.6851,4.3214
1.317,2.7832,4.3431
1.2764,2.9004,4.3567
1.2314,3.0368,4.362
1.4175,2.6754,4.427
1.3861,2.7772,4.4535
1.3376,2.8928,4.4615
1.3132,3.0358,4.4826
1.5171,2.6568,4.5431
1.4914,2.7643,4.5742
1.4664,2.8896,4.6003
1.442,3.0326,4.6214
2.1536,1.6534,3.7939
2.0688,1.7176,3.8126
1.9818,1.7943,3.822
1.8928,1.8834,3.8222
2.1472,1.6616,3.75
