1;0.30455757695337177;0.3045575769533721
1;0.78628803587261697;0.25344794790773029
4;0.29999999999999999;0.25
4;0.33333333333333326;0.58333333333333337
12;0.91666666666666696;0.33333333333333326
14;0.25344794790773029;0.24655205209226946
15;0.076923076923076802;0
15;0.19999999999999959;0
0;0;0.053846153846153863
1;0;0.63374765851091264
3;0.0;0.25
4;0.11999999999999998;0.75
5;0.25;0.25
6;0.12432846679408975;0.76575817750912545
7;0.25;0.25
7;0.25;0.75
10;0.13098317711316454;0.2367186898776647
9;0.25;0.75
11;0.25;0.25
12;0.11999999999999998;0.75
14;0;0.36072800578802966
13;0;1
15;0.1461538461538458;0
0;0.024278846153846567;0.84230769230769287
0;0.61923076923076947;0.93846153846153868
3;0.25;1.0
3;0.75;1.0
5;0.25;1.0
5;0.75;1.0
7;0.25;1.0
7;0.75;1.0
9;0.25;1.0
9;0.75;1.0
11;0.25;1.0
11;0.75;1.0
22;0;0.36072800578802933
13;1;1
15;1;0.14615384615384597
16;0.30455757695337288;0.30455757695337249
16;0.78628803587261764;0.25344794790773018
17;0.29999999999999999;0.25
17;0.75;0.29999999999999993
18;0.25134306641182036;0.21848364498174935
18;0.25134306641182025;0.71848364498174944
19;0.19911504424778806;0.25
19;0.19911504424778806;0.75
20;0.26479626293879732;0.28652360283642175
20;0.78567209837941565;0.25134306641182069
21;0.29999999999999999;0.25
21;0.75;0.29999999999999993
22;0.25344794790773073;0.24655205209226919
15;1;0.076923076923076872
15;1;0.19999999999999996
1;0.28015506056266437;0.66953995658977516
1;0.78628803587261697;0.75344794790773029
4;0.25;0.80000000000000004
4;0.625;0.75
12;0.875;0.75
14;0.75344794790773029;0.24655205209226938
14;0.85014582484031198;0.8395482109970227
14;1;0.73871956064186395
1;0.63374765851091264;0
4;0.875;0.64999999999999991
6;0.62432846679408982;0.26575817750912539
6;0.7580123831363238;0.65774579427829116
8;0.66371681415929207;0.25
8;0.75;0.66371681415929207
10;0.65774579427829116;0.24667967246941616
10;0.73929676736764627;0.62432846679408982
12;0.59999999999999998;0.25
12;0.625;0.64999999999999991
15;0.72307692307692251;0
16;0.63374765851091264;0
15;1;0.72307692307692273
16;0.28015506056266515;0.66953995658977505
16;0.78628803587261753;0.75344794790773006
17;0.25;0.80000000000000004
