0;0.37500000000000033;0.37500000000000033
0;0.37500000000000033;0.62499999999999967
0;0.62499999999999967;0.37500000000000033
0;0.62499999999999967;0.62499999999999967
18;0.01602564102564075;0.20833333333333304
18;4.7629016909886697e-17;0.375
18;4.7629016909886697e-17;0.625
18;0.01602564102564075;0.79166666666666607
16;1;0.23091825293180823
18;0.18269230769230776;0.125
18;0.19230769230769237;0.375
18;0.19230769230769237;0.625
18;0.875;0.18269230769230782
19;0.23091825293180829;0
16;0.79293623220141074;0.48377108488108933
16;0.99066558097401958;0.39996227955620944
18;0.43269230769230771;0.125
18;0.43269230769230771;0.375
18;0.625;0.43269230769230771
18;0.875;0.43269230769230771
19;0.39996227955620944;0.010350120055114563
19;0.48377108488108939;0.22959488424663993
16;0.76519913767975944;0.64996227955620944
18;0.67307692307692302;0
18;0.67307692307692302;0.125
18;0.375;0.67307692307692313
18;0.625;0.67307692307692313
18;0.875;0.67307692307692313
18;1;0.67307692307692313
19;0.64996227955620933;0.26035012005511449
21;0;0.75980392156862731
18;0.91346153846153844;0
18;0.125;0.91346153846153844
18;0.375;0.91346153846153844
18;0.625;0.91346153846153844
18;0.875;0.91346153846153844
18;1;0.91346153846153844
23;0;0.24019607843137258
21;0.125;0.75980392156862731
2;0.16554054054054068;0.87837837837837851
1;0.62500000000000022;2.8893122930048234e-16
1;0.50000000000000022;0.625
1;0.75000000000000022;0.625
1;1;0.625
3;0.16554054054054035;0.87837837837837907
23;0.125;0.24019607843137258
21;0.75980392156862742;0.375
2;0.41554054054054057;0.87837837837837851
2;0.50000000000000022;0.625
1;0.30067567567567599;0.42567567567567693
3;0.30067567567567627;0.42567567567567727
3;0.50000000000000011;0.62500000000000044
3;0.41554054054054046;0.87837837837837907
23;0.375;0.24019607843137258
21;0.75980392156862742;0.625
2;0.66554054054054057;0.87837837837837851
2;0.75000000000000022;0.625
4;0.30067567567567621;0.42567567567567721
3;0.85810810810810834;0.30067567567567632
3;0.75000000000000011;0.62500000000000044
3;0.66554054054054035;0.87837837837837907
23;0.625;0.24019607843137258
21;0.75980392156862742;0.875
2;0.91554054054054057;0.87837837837837851
2;1;0.625
4;0.50000000000000011;0.62500000000000044
4;0.75000000000000011;0.62500000000000044
3;1.0;0.62500000000000044
3;0.91554054054054035;0.87837837837837907
23;0.24019607843137269;0.875
21;0.75980392156862742;1
27;0.086538461538461536;0
27;0.086538461538461536;0.125
27;0.086538461538461536;0.375
27;0.086538461538461536;0.625
27;0.086538461538461536;0.875
27;1;0.086538461538461564
